Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year
Bodaybo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2015,1671,1220,1282,379,1694,2257,2204,3162,2345,2615,2923,1977,23729
Petrel,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanavara,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Varandey,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Витим,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2015,118738,104144,117806,116272,140115,155284,180990,197489,169289,135649,120338,141465,1697579
Vladikavkaz (Beslan),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2015,44321,49524,61814,67183,85741,91432,99696,100352,91199,78448,61958,75606,907274
Vologda,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2015,3564,3379,3195,3777,2193,3925,4175,4378,4281,3527,3099,3590,43083
Voronezh (Chertovitskoe),2015,21246,22597,25353,29873,36873,53805,55317,53458,48917,40021,30313,37979,455752
Vuktyl,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelendzhik,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible (North),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kervan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudinka,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeisk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2015,256694,220974,256925,274612,359541,446789,514309,520222,444938,339787,267271,354733,4256795
Ekaterinburg (Uktus),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2015,726,1114,1589,1510,1470,2135,2787,2361,2321,1839,1425,1752,21029
Igarka,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2015,112718,100571,113507,109489,120355,160368,197552,199655,158054,131590,114859,138065,1656783
Harbin,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2015,95281,92996,109873,124285,151769,188492,210712,221975,192262,160502,132837,152817,1833801
Kazachinskoye (Kazachinsko),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2015,91139,76714,95153,104427,135956,157728,196833,197910,143159,118165,109577,129706,1556467
Kaluga,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2015,24388,16311,19959,21201,32111,36195,42563,41857,38382,27069,24497,29503,354036
Keperveem,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2015,10082,9384,10441,9822,10434,10317,9935,10524,9826,9763,9073,9964,119565
Kodinsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2015,1596,1302,1867,2754,3101,5695,6418,7373,3024,318,442,3081,36971
Kondinskoye,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2015,213201,181692,202695,224126,281272,256324,406514,358642,302707,263188,219569,264539,3174469
Krasnoselkup,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2015,119156,107155,119887,119330,138892,177999,207550,218386,180255,145327,125840,150889,1810666
Krasnoyarsk (Cheremshanka),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2015,426,415,1301,2816,2861,3377,4015,3680,3119,3025,2221,2478,29734
Labozhskoe,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2015,3938,4175,4967,1737,6,8633,9055,8464,6805,7109,6374,5569,66832
Лешуконское,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2015,17174,18225,22356,22267,25697,32887,39532,40540,34829,28407,22380,27663,331957
Magnitogorsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezhdurechensk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2015,154188,125075,143041,147766,184031,190608,217922,225707,180873,155766,114652,167239,2006868
Peaceful,2015,16249,15605,19034,17,18,27932,34693,33264,25633,23403,20237,19644,235729
Moscow (Bykovo),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Vnukovo),2015,1006762,896332,1097141,1217293,1452191,1659186,1964989,2061114,1700249,1219903,804825,1370908,16450893
Moscow (Domodedovo),2015,2043476,1675099,1999663,2142198,2693068,3179691,3683309,3812461,3095739,2393121,1867020,2598622,31183467
Moscow (Ostafyevo),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2015,2122021,1952314,2250326,2333287,2587838,2982517,3335229,3335171,2951912,2813293,2322556,2635133,31621597
Мотыгино,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2015,47683,41982,53276,53600,65904,80195,86149,84509,72179,58473,52078,63275,759303
Cape Schmidt,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Stone,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2015,11927,9700,11491,11902,18425,17162,17493,17638,14620,11496,12396,14023,168273
Nazran (Magas / Sleptsovskaya),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2015,41859,39309,45505,44517,49918,74529,82648,83312,58400,49105,43539,55695,668336
Nizhneudinsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2015,51305,50359,54230,66345,83482,111717,122882,120001,102646,78804,53381,81377,976529
lower Pesha,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2015,2392,2182,2386,2490,2830,3378,4076,3963,3390,3023,2786,2991,35887
Nikolskoye,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2015,14462,12351,14122,12733,17654,22434,25410,25421,19381,14583,15884,17676,212111
Novosibirsk (North),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosibirsk (Tolmachyovo),2015,249497,208955,235843,234400,290347,358467,420545,432758,360686,298676,251643,303802,3645619
New Urengoy,2015,63772,60679,68866,69545,75539,80917,84844,84899,82628,69433,61880,73000,876002
Nogliki,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Norilsk,2015,30759,23352,27353,33733,46287,54931,60121,60064,56051,40376,30566,42145,505738
Norilьsk (But),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyabrsk,2015,16614,14411,15485,15676,18623,20109,22036,22903,20006,17229,15641,18067,216800
Нюрба,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk (central),2015,62903,48537,48810,55531,73157,99415,119075,121668,88127,61336,49224,75253,903036
Omsukçan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle (South),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Orenburg (central),2015,40227,36101,39523,44035,58025,67589,75421,76737,67423,51648,35713,53858,646300
Orsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossora,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Okhotsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Palana,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2015,848,1382,1255,1757,1415,2377,2074,1817,2364,2407,1412,1737,20845
Penza,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bakharevka),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2015,72817,68771,87254,91617,115261,142139,153518,153953,134511,104412,81298,109596,1315147
Gerbil (Kolguev Island),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Besovets),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Sands),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2015,36751,31758,36303,38403,49835,59325,73781,78154,65399,50989,39901,50964,611563
Pechora,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar,2015,3700,3574,3936,81,155,6479,7042,6359,5876,4760,3884,4168,50014
Providence (Providence Harbor),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pskov (crosses),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogachevo (Amderma-2),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostov-on-Don,2015,142741,122433,140539,137852,161747,203884,240651,248101,207358,172475,139961,174340,2092082
Sabetta,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Smyshlyaevka),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangar,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2015,872485,733328,863424,933681,1199330,1487714,1675612,1688437,1397491,1061023,796711,1155385,13864621
Saransk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2015,27522,24562,30761,34539,35540,47400,54014,54669,46194,36549,26453,38018,456221
Saskılah,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2015,207081,195786,226048,206038,268526,472088,609913,651715,552022,338061,170148,354311,4251737
Среднеколымск,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2015,22208,18236,22115,24734,27208,30850,34170,36251,32069,28090,23546,27225,326702
Stary Oskol,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsearn,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2015,88584,79566,96865,103290,120038,146582,168275,169371,135605,110171,96173,119502,1434022
Syktyvkar,2015,24480,22378,26161,27520,35356,48567,57183,58964,42346,34056,31158,37106,445275
Taganrog (Southern),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Taz,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2015,765,1287,1387,1625,1776,2667,3479,3536,2558,2130,1966,2107,25283
Container,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarko-Sale,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalym,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2015,848,709,1289,1355,1415,2004,2224,2085,1779,1536,984,1475,17703
Tilichiki,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2015,33958,30996,31919,32195,36596,53173,58885,63958,49845,38560,38237,42575,510897
Troitsky-Pechora,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tugur,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel (Mountain),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Plekhanovo),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Roschino),2015,82041,75400,95905,101011,117464,146748,171726,175283,132750,107922,92135,118035,1416420
Uda,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulan Ude (Mukhino),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (Barataevka),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (East),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Urengoy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kamchatsk,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kara,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kuyga,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kut,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Maya,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Nera,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Khairyuzovo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufa,2015,145967,125682,154403,163012,205385,247188,266675,265935,219733,187378,149715,193734,2324807
Ukhta,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk (MVL),2015,282,176,260,504,460,280,535,341,300,293,627,369,4427
Khabarovsk (New),2015,115261,105965,120483,118048,134705,166017,196089,197402,177638,153043,116225,145534,1746410
royal,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanty-Mansiysk,2015,17974,16070,21677,20775,19201,25144,28884,29436,23688,20164,18765,21980,263758
Harwell,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatanga,2015,817,566,911,1443,1478,2000,1778,2101,1773,1563,983,1401,16814
Herpuchi,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Honuu (Girl),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Khorey Vere,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
remedy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboksary,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Chyegdomyn,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelyabinsk (Balandino),2015,86553,67928,73178,80081,110656,130282,149909,148111,120515,98367,76525,103828,1245933
Cherepovets,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskiy,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizha,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Reads (tub),2015,21021,16384,19063,18624,21898,32482,40010,42313,29578,24599,19606,25962,311540
Çokurdah,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Çumikan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Şarıpovo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakhtars'k,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Şoyna,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushenskoe,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Egvekinot (Bay Cross),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekimçan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Elista,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
South kurilsk (Mendeleevo),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuzhno-(Khomutovo),2015,57809,50968,58226,57149,69797,79732,94844,100041,85280,67380,62515,71249,854990
Yakutsk,2015,49686,44298,55546,60236,60965,92948,113191,117341,88150,73080,56743,73835,886019
Yakutsk (Magan),2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamburg,2015,5708,5648,5076,5378,5042,4852,5021,4930,5083,5056,6313,5282,63389
Yaroslavl (Tunoshna),2015,821,430,818,828,912,1080,1185,2576,2258,1549,1380,1258,15095
Yartsevo,2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Abakan,2014,12596,12149,13969,13415,14694,20706,23056,24461,18644,15667,14907,16751,201015
Aikhal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Amderma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Anadyr,2014,2692,3902,4700,5486,6919,9385,10012,26832,9972,41652,0,11050,132602
Anapa (Vitjazevo),2014,15875,15243,20371,24505,40271,163737,239213,244120,139324,45246,28529,88767,1065201
Antypayuta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Apatite (Khibiny),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Vaskovo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Talagy),2014,48281,46480,55489,57347,69735,83403,89419,90752,79221,64174,57561,67442,809304
Astrakhan (Narimanovo),2014,23282,20731,26237,36712,40089,36282,41275,42914,47968,45753,33349,35872,430464
Achinsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Auctions,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Baykit,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnaul (Titov Name),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
In Salah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
white Mountain,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgorod,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Novy Urengoy,2014,4545,4219,5124,7335,8124,8020,8111,8205,6418,7387,7510,6818,81816
Belushi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beringovsky (Branch PCF ""A / P Chukotka"")",2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Biisk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Blagoveshchensk,2014,18515,17449,21603,19464,23782,28706,34099,44785,30870,26948,23180,26309,315710
Bovanenkovo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogorodskoe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Boguçanı,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodaybo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2014,3210,3064,3428,4378,5308,6056,6979,7338,5992,5109,4149,5001,60012
Petrel,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanavara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Varandey,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Витим,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2014,130932,122640,140484,131340,143298,156707,180765,189452,161127,150738,133734,149202,1790419
Vladikavkaz (Beslan),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2014,37800,36507,46211,56483,74452,78888,89173,96567,76617,63404,48007,64010,768119
Vologda,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2014,4411,4645,4387,4720,5106,5180,4734,5758,5641,5853,4957,5036,60428
Voronezh (Chertovitskoe),2014,19354,20899,24224,27056,34654,45721,47846,49273,44078,34905,26532,34049,408591
Vuktyl,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelendzhik,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible (North),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Kervan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudinka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeisk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2014,287913,261832,303420,307287,375134,461700,520511,533829,450042,364435,307325,379403,4552831
Ekaterinburg (Uktus),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2014,915,1329,1418,980,1490,1958,3219,3272,1803,2163,1694,1840,22081
Igarka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2014,116379,107249,121643,116910,124988,158389,181889,187533,153224,135763,127218,139199,1670384
Harbin,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2014,114165,110492,134313,144845,173802,198161,221222,212756,204049,165738,134636,164925,1979104
Kazachinskoye (Kazachinsko),2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2014,79770,71249,89049,104428,131683,159370,180732,180356,134177,115847,107352,123092,1477105
Kaluga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2014,34947,30804,33486,31618,38976,46944,53746,50579,43152,36170,33648,39461,473531
Keperveem,2014,0,0,0,0,0,0,0,0,0,0,0,0,0
